momentum, efficiency
72.5530606227982, 0
82.41070066142632, 0
87.6239750134975, 0
97.66730581245574, 0.0023866348448686736
102.38610246098857, 0.0023866348448686736
107.31838451572469, 0.031026252983293645
111.69430399974308, 0.5608591885441527
116.90241076065607, 0.9021479713603818
121.96268171427548, 0.9212410501193318
126.66299461096808, 0.9069212410501193
132.1472530878113, 0.9236276849642004
136.5894241937926, 0.9164677804295942
141.84385203883406, 0.9164677804295942
152.24681703059758, 0.9164677804295942
157.3717298163112, 0.8997613365155132
161.86878720567015, 0.928400954653938
166.5206034532622, 0.9236276849642004
171.31767947772852, 0.9045346062052506
177.04666797686133, 0.9331742243436754
182.12441415346018, 0.9403341288782816
186.50579037485417, 0.9021479713603818
191.83538320415346, 0.9307875894988067
196.41056018718265, 0.9355608591885441
203.99150121152738, 0.9093078758949881
213.83290371245525, 0.9236276849642004
224.16424213722922, 0.9236276849642004
233.86221202392852, 0.9474940334128878
242.88048474835605, 0.928400954653938
253.40243903790932, 0.9403341288782816
264.3683118810769, 0.9618138424821002
273.2797534892637, 0.9355608591885441
283.8340396176458, 0.9045346062052506
291.8890019200998, 0.9737470167064439
309.0076894932902, 0.8949880668257756
328.4555340699696, 0.9594272076372314
347.6600426722811, 0.9164677804295942
367.82998561734576, 0.9642004773269689
387.5301435928928, 0.9069212410501193
410.14712251501686, 0.8854415274463007
433.9081280731816, 0.9498806682577565
459.07669448047284, 1
485.8200225699906, 1
570.3580046259115, 1
669.5989770103852, 1.0023866348448687
620.9159082545863, 1
521.4505318550156, 1
744.0145676482289, 0.6682577565632458
843.7805460463765, 1
