momentum, efficiency
200, 0.0
302.53870018550504, 0.00568882256434966
309.4480514865278, 0.006582434314691188
316.35740278755054, 0.0073271107733090535
323.26675408857335, 0.008518593107097683
330.1761053895961, 0.011646234233292807
337.08545669061886, 0.016710034151894648
343.9948079916416, 0.028178051614610178
348.3916679104743, 0.03353972211665912
351.8463435609857, 0.05647575704209018
356.8713263253659, 0.09579467405711517
361.89630908974607, 0.16132620241549023
366.92129185412625, 0.2579852067440933
371.94627461850644, 0.3726653813712495
376.3431345373391, 0.49062213241632446
381.3681173017193, 0.6036640188345214
386.39310006609946, 0.7019613113720837
391.4180828304797, 0.7740459925662964
396.4430655948599, 0.8330243680888337
401.78210978201383, 0.9016835375734039
408.69146108303664, 0.9016835375734039
414.34456669296435, 0.9508321838421852
421.2539179939871, 0.9508321838421852
426.9070236039148, 0.972129930558657
434.25122918262434, 0.9725589151168694
440.7257262059603, 0.9837468833130962
447.63507750698307, 0.9844915597717141
454.5444288080059, 0.987023459731015
461.4537801090286, 0.9891085538151451
468.3631314100514, 0.9919383243578931
475.2724827110742, 0.9928319361082345
482.18183401209694, 0.9935766125668525
489.0911853131197, 0.9947680949006411
496.00053661414245, 0.99514043312995
502.9098879151652, 0.99514043312995
509.81923921618795, 0.9950659654840882
516.7285905172107, 0.9952149007758118
523.6379418182335, 0.996555318401324
530.5472931192562, 0.9984914771937305
537.456644420279, 0.9993850889440721
544.3659957213018, 1.00012976540269
551.2753470223246, 0.9999808301109664
558.1846983233473, 0.9999808301109664
565.0940496243701, 0.9984914771937305
572.0034009253928, 0.9977468007351127
578.9127522264157, 0.9952149007758118
585.8221035274385, 0.9932787419834053
592.7314548284612, 0.9899276979196248
599.640806129484, 0.9928319361082345
606.5501574305067, 0.9952149007758118
613.4595087315295, 0.996257447817877
620.3688600325522, 0.9964808507554622
627.278211333575, 0.9935021449209906
634.1875626345977, 0.9947680949006411
641.0969139356205, 1.0007850806862737
648.0062652366432, 0.9969595713360023
652.7171865782498, 0.984320284186232
658.5665805774111, 0.9859190779472968
666.1799529011516, 0.9972900658404937
672.2413383606853, 1.0002662894201033
679.8049842924867, 0.9973992850544243
686.3217588150422, 1.0016191183199257
693.231110116065, 1.0013212477364786
693.1413782809868, 0.9727469481957975
700.1404614170877, 1.0016191183199257
707.0498127181106, 1.0017680536116493
713.3702988514325, 0.997365154050071
720.8685153201561, 1.0016935859657876
727.7778666211789, 1.0016935859657876
734.6872179222016, 1.0013212477364786
737.1997093043917, 0.9821085951041368
741.5965692232244, 1.0017680536116493
748.5059205242471, 1.0016191183199257
755.4152718252699, 1.0017680536116493
762.3246231262926, 1.0017680536116493
769.2339744273154, 1.0017680536116493
776.1433257283381, 1.0013212477364786
774.2589571916956, 0.9821085951041368
783.0526770293609, 1.0017680536116493
789.9620283303838, 1.0017680536116493
796.5573182086328, 1.0016042247907535
