momentum, efficiency
0.35283451123202975, 0.0
0.4487386631249005, 0.30990978367483335
0.5690981439841226, 0.3810804401953073
0.7217401220363036, 0.4522510967157811
0.9045512283067273, 0.5234271425029913
1.1203530602450325, 0.5967050023173848
1.4369869263879724, 0.6217489248412863
1.821507340590769, 0.6509910861528182
2.2545032406309096, 0.6655690526746932
2.8237285248891744, 0.6822380546902791
3.62159011553473, 0.7030891276932864
4.535644814458631, 0.7134688554275307
5.680680139826289, 0.7280414326826694
7.198617580147382, 0.7321264968688362
9.01615106800311, 0.748795498884422
11.426779286989916, 0.7633626868728243
14.311144240400507, 0.7758388393675157
18.350289860552852, 0.7757256647660521
22.444540976476308, 0.7882125957942164
28.77638157106955, 0.7797137221509645
36.02495678656821, 0.7565506537180553
45.10947371971333, 0.7522554081291702
57.154687629950985, 0.7437619237526544
71.56754954284847, 0.7394666781637693
90.68664947036332, 0.7393588928290419
113.41172163125337, 0.628145984457355
142.0251802630644, 0.6322364379102582
177.82242431313495, 0.6195554932795846
